ID,Name,Intelligence,Strength,Speed,Durability,Power,Combat,Full Name,Publisher,Alignment,Gender,Race,Height,Weight,Eye_Color,Hair_Color,Work,Image
675,Trigon,null,99,null,null,null,null,,DC Comics,bad,Male,God / Eternal,0 cm,0 kg,Yellow,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/10703.jpg
676,Triplicate Girl,63,10,23,42,44,42,Luornu Durgo,DC Comics,good,Female,null,168 cm,59 kg,Purple,Brown,-,https://www.superherodb.com/pictures2/portraits/10/100/1185.jpg
677,Triton,56,63,50,65,35,55,Triton,Marvel Comics,good,Male,Inhuman,188 cm,86 kg,Green,No Hair,-,https://www.superherodb.com/pictures2/portraits/10/100/513.jpg
678,Two-Face,88,10,12,14,9,28,Harvey Dent,DC Comics,bad,Male,null,183 cm,82 kg,-,-,Reformed criminal; former district attorney,https://www.superherodb.com/pictures2/portraits/10/100/802.jpg
679,Ultragirl,50,80,35,70,35,80,Tsu-Zana,Marvel Comics,good,Female,null,168 cm,105 kg,Blue,Blond,Model,https://www.superherodb.com/pictures2/portraits/10/100/1295.jpg
680,Ultron,88,83,42,100,100,64,Ultron,Marvel Comics,bad,Male,Android,206 cm,331 kg,Red,-,"Mass murderer, scientist, would-be world conqueror, ruler of Phalanx",https://www.superherodb.com/pictures2/portraits/10/100/1339.jpg
681,Utgard-Loki,50,80,23,84,85,64,,Marvel Comics,bad,Male,Frost Giant,15.2 meters,58 tons,Blue,White,Monarch,https://www.superherodb.com/pictures2/portraits/10/100/1484.jpg
682,Vagabond,null,null,null,null,null,null,Priscilla Lyons,Marvel Comics,good,Female,null,168 cm,54 kg,Blue,Strawberry Blond,Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/145.jpg
683,Valerie Hart,null,null,null,null,null,null,,Team Epic TV,good,Female,null,175 cm,56 kg,Hazel,Black,"Vigilante, Superhero",https://www.superherodb.com/pictures2/portraits/10/100/1004.jpg
684,Valkyrie,null,94,null,null,null,null,Brunnhilde (also spelled Brunnhilda),Marvel Comics,good,Female,null,191 cm,214 kg,Blue,Blond,"Chooser of the Slain, Adventurer",https://www.superherodb.com/pictures2/portraits/10/100/147.jpg
685,Vanisher,63,10,75,56,61,42,,Marvel Comics,bad,Male,null,165 cm,79 kg,Green,No Hair,"Professional criminal, former subversive",https://www.superherodb.com/pictures2/portraits/10/100/1105.jpg
686,Vegeta,81,100,92,95,100,100,Vegeta,Shueisha,bad,Male,Saiyan,168 cm,73 kg,-,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/1206.jpg
687,Venom,75,57,65,84,86,84,Eddie Brock,Anti-Venom,bad,Male,Symbiote,191 cm,117 kg,Blue,Strawberry Blond,"Vigilante; former journalist for the Daily Globe, government operative",https://www.superherodb.com/pictures2/portraits/10/100/22.jpg
688,Venom II,50,57,47,70,54,56,Angelo Fortunato,Marvel Comics,bad,Male,null,175 cm,50 kg,Brown,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/1124.jpg
689,Venom III,63,73,35,90,73,56,MacDonald Gargan,Scorpion,bad,Male,Symbiote,229 cm,334 kg,Brown,Brown,"Government operative; former professional criminal, private eye",https://www.superherodb.com/pictures2/portraits/10/100/1042.jpg
690,Venompool,69,57,63,100,100,100,Wade Wilson,Deadpool,-,Male,Symbiote,226 cm,0 kg,-,-,Conqueror; Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/10618.jpg
691,Vertigo II,null,null,null,null,null,null,-,Blaquesmith,good,Female,null,168 cm,52 kg,Blue,Silver,Assassin,https://www.superherodb.com/pictures2/portraits/10/100/149.jpg
692,Vibe,50,10,17,30,99,30,Cisco Ramon,DC Comics,good,Male,Human,178 cm,71 kg,Brown,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/10509.jpg
693,Vindicator,63,63,53,64,58,70,Heather Hudson,Vindicator II,good,Female,Human,165 cm,54 kg,Green,Red,"former secretary, researcher",https://www.superherodb.com/pictures2/portraits/10/100/150.jpg
694,Vindicator,null,null,null,null,null,null,Dr. James McDonald Hudson,Marvel Comics,good,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/530.jpg
695,Violator,null,53,null,null,null,null,,Image Comics,bad,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1064.jpg
696,Violet Parr,56,9,13,50,79,15,Violet Parr,Dark Horse Comics,good,Female,Human,137 cm,41 kg,Violet,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/825.jpg
697,Vision,100,72,54,95,100,70,Vision,Anti-Vision,good,Male,Android,191 cm,135 kg,Gold,No Hair,-,https://www.superherodb.com/pictures2/portraits/10/100/532.jpg
698,Vision II,null,null,null,null,null,null,Vision,Anti-Vision,good,-,null,191 cm,135 kg,Red,No Hair,Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/151.jpg
699,Vixen,50,38,50,50,62,25,Mari McCabe,DC Comics,good,Female,Human,175 cm,63 kg,Amber,Black,Former Model,https://www.superherodb.com/pictures2/portraits/10/100/10109.jpg
700,Vulcan,null,56,null,null,null,null,Gabriel Summers,Marvel Comics,good,Male,null,0 cm,0 kg,Black,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/854.jpg
701,Vulture,75,22,42,25,26,30,Adrian Toomes,Marvel Comics,bad,Male,Human,180 cm,79 kg,Brown,No Hair,Professional criminal; formerly electronics engineer,https://www.superherodb.com/pictures2/portraits/10/100/1031.jpg
702,Walrus,50,28,8,50,11,20,Hubert Carpent,Marvel Comics,bad,Male,Human,183 cm,162 kg,Blue,Black,Cab driver,https://www.superherodb.com/pictures2/portraits/10/100/10058.jpg
703,War Machine,63,80,63,100,100,85,James Rupert Rhodes,Marvel Comics,good,Male,Human,185 cm,95 kg,Brown,Brown,"Initiative instructor, adventurer, government agent; formerly: Sentinel Squad O*N*E combat instructor, soldier, pilot",https://www.superherodb.com/pictures2/portraits/10/100/536.jpg
704,Warbird,null,null,null,null,null,null,Carol Danvers,Binary,good,Female,null,180 cm,54 kg,Blue,Blond,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",https://www.superherodb.com/pictures2/portraits/10/100/153.jpg
705,Warlock,88,36,79,95,71,95,Adam Warlock,Marvel Comics,good,Male,null,188 cm,108 kg,Red,Blond,"Avenger, savior of worlds",https://www.superherodb.com/pictures2/portraits/10/100/154.jpg
706,Warp,38,10,23,28,85,50,Emil LaSalle,DC Comics,bad,Male,null,173 cm,67 kg,Brown,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/1353.jpg
707,Warpath,38,72,47,70,26,84,James Proudstar,Thunderbird II,good,Male,Mutant,218 cm,158 kg,Brown,Black,Adventurer,https://www.superherodb.com/pictures2/portraits/10/100/541.jpg
708,Wasp,63,17,58,52,29,42,Janet Van Dyne,Marvel Comics,good,Female,Human,163 cm,50 kg,Blue,Auburn,"Adventurer, fashion designer, independently wealthy socialite",https://www.superherodb.com/pictures2/portraits/10/100/155.jpg
709,Watcher,100,80,67,89,100,56,Uatu,Marvel Comics,good,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/516.jpg
710,Weapon XI,null,null,null,null,null,null,Weapon XI,Marvel Comics,bad,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1318.jpg
711,White Canary,63,7,33,15,49,90,,DC Comics,bad,Female,Human,0 cm,0 kg,Brown,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/10542.jpg
712,White Queen,null,null,null,null,null,null,Emma Grace Frost,Marvel Comics,good,Female,null,178 cm,65 kg,Blue,Blond,"Co-Headmistress of Xavier Institute, Chairperson of the Board and Chief Executive of Frost International",https://www.superherodb.com/pictures2/portraits/10/100/157.jpg
713,Wildfire,50,32,23,100,77,42,Drake Burroughs,DC Comics,good,Male,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1186.jpg
714,Winter Soldier,56,32,35,65,60,84,Bucky Barnes,Marvel Comics,good,Male,Human,175 cm,117 kg,Brown,Brown,"Adventurer; former SHIELD operative, Assassin (See Note under ""Winter Soldier"" article), Army Mascot, Student",https://www.superherodb.com/pictures2/portraits/10/100/10027.jpg
715,Wiz Kid,null,null,null,null,null,null,Takashi Matsuya,Marvel Comics,good,-,null,140 cm,39 kg,Brown,Black,Student,https://www.superherodb.com/pictures2/portraits/10/100/159.jpg
716,Wolfsbane,38,16,35,42,26,42,Rahne Sinclair,Marvel Comics,good,Female,null,366 cm,473 kg,Green,Auburn,Teacher,https://www.superherodb.com/pictures2/portraits/10/100/160.jpg
717,Wolverine,63,32,50,100,89,100,Logan,Marvel Comics,good,Male,Mutant,160 cm,135 kg,Blue,Black,"Adventurer, instructor, former bartender, bouncer, spy, government operative, mercenary, soldier, sailor, miner",https://www.superherodb.com/pictures2/portraits/10/100/161.jpg
718,Wonder Girl,75,90,25,80,39,60,Cassandra Elizabeth Sandsmark,DC Comics,good,Female,Demi-God,165 cm,51 kg,Blue,Blond,-,https://www.superherodb.com/pictures2/portraits/10/100/1497.jpg
719,Wonder Man,75,100,53,90,64,64,Simon Williams,Marvel Comics,good,Male,null,188 cm,171 kg,Red,Black,"Former industrialist, now stuntman, actor, adventurer",https://www.superherodb.com/pictures2/portraits/10/100/162.jpg
720,Wonder Woman,88,100,79,100,100,100,Diana Prince,DC Comics,good,Female,Amazon,183 cm,74 kg,Blue,Black,"Adventurer, Emissary to the world of Man, Protector of Paradise Island; former Goddess of Truth",https://www.superherodb.com/pictures2/portraits/10/100/807.jpg
721,Wondra,null,null,null,null,null,null,,Marvel Comics,good,Female,null,0 cm,0 kg,-,-,-,https://www.superherodb.com/pictures2/portraits/10/100/1290.jpg
722,Wyatt Wingfoot,10,10,12,1,1,56,Wyatt Wingfoot,Marvel Comics,good,Male,null,196 cm,117 kg,Brown,Black,Occasional adventurer,https://www.superherodb.com/pictures2/portraits/10/100/164.jpg
723,X-23,75,24,42,100,55,95,Laura Kinney,Marvel Comics,good,Female,Mutant / Clone,155 cm,50 kg,Green,Black,"Adventurer, Student, former; Assassin, Prostitute",https://www.superherodb.com/pictures2/portraits/10/100/565.jpg
724,X-Man,88,53,53,95,100,84,Nate Grey,Marvel Comics,good,Male,null,175 cm,61 kg,Blue,Brown,"Former shaman, adventurer, freedom fighter",https://www.superherodb.com/pictures2/portraits/10/100/1150.jpg
725,Yellow Claw,null,null,null,null,null,null,,Marvel Comics,bad,Male,null,188 cm,95 kg,Blue,No Hair,Would-be conqueror,https://www.superherodb.com/pictures2/portraits/10/100/23.jpg
726,Yellowjacket,88,10,12,28,12,14,Hank Pym,Ant-Man,good,Male,Human,183 cm,83 kg,Blue,Blond,"Adventurer, Biochemist, former manager of Avengers Compound",https://www.superherodb.com/pictures2/portraits/10/100/70.jpg
727,Yellowjacket II,50,10,35,28,31,28,Rita DeMara,Marvel Comics,good,Female,Human,165 cm,52 kg,Blue,Strawberry Blond,"Adventurer; former criminal, electronics engineer",https://www.superherodb.com/pictures2/portraits/10/100/178.jpg
728,Ymir,50,100,27,100,98,28,Ymir,Marvel Comics,good,Male,Frost Giant,304.8 meters,0 kg,White,No Hair,-,https://www.superherodb.com/pictures2/portraits/10/100/179.jpg
729,Yoda,88,52,33,25,100,90,Yoda,George Lucas,good,Male,Yoda's species,66 cm,17 kg,Brown,White,-,https://www.superherodb.com/pictures2/portraits/10/100/10454.jpg
730,Zatanna,81,10,23,28,100,56,Zatanna Zatara,DC Comics,good,Female,Human,170 cm,57 kg,Blue,Black,-,https://www.superherodb.com/pictures2/portraits/10/100/809.jpg
731,Zoom,50,10,100,28,100,28,Hunter Zolomon,DC Comics,bad,Male,null,185 cm,81 kg,Red,Brown,-,https://www.superherodb.com/pictures2/portraits/10/100/1384.jpg
